,priceSpecification.price,itemOffered.brand,itemOffered.fuelType,itemOffered.mileageFromOdometer.value,0,1,2,3,year,model,version,page
25,174900,Opel,Diesel,10,Opel,Insignia,2.0,CDTI,2021,Insignia,2.0,24
26,68000,Fiat,Benzyna,5553,Fiat,Tipo,1.4,Classic,2021,Tipo,1.4,24
27,159900,Opel,Benzyna,10,Opel,Insignia,2.0,T,2021,Insignia,2.0,24
28,172300,BMW,Diesel,5000,BMW,Seria,1,118d,2021,1,118d,24
29,69000,Audi,Benzyna,1741,Audi,A4,,,2021,A4,,24
30,146900,Volkswagen,Benzyna,3870,Volkswagen,T-Roc,1.5,TSI,2021,T-Roc,1.5,24
31,119500,Škoda,Benzyna,14500,Škoda,Karoq,1.5,TSI,2021,Karoq,1.5,24
0,259000,Volkswagen,Diesel,2500,Volkswagen,,,,2021,,,22
1,295686,BMW,Diesel,49000,BMW,X3,,,2021,X3,,22
2,102900,Toyota,Benzyna,8520,Toyota,Corolla,1.5,Comfort,2021,Corolla,1.5,22
3,120000,Ford,Benzyna,6500,Ford,Puma,1.0,EcoBoost,2021,Puma,1.0,22
4,234999,BMW,Diesel,4500,BMW,X3,xDrive20d,Advantage,2021,X3,xDrive20d,22
5,245000,Ford,Benzyna,2950,Ford,Bronco,,,2021,Bronco,,22
6,94441,Toyota,Hybryda,36000,Toyota,Yaris,,,2021,Yaris,,22
7,54900,Citroën,Diesel,14000,Citroën,C3,1.5,BlueHDi,2021,C3,1.5,22
8,59900,Opel,Benzyna,3100,Opel,Corsa,,,2021,Corsa,,22
9,37900,Opel,Benzyna,7765,Opel,Corsa,1.2,Ultimate,2021,Corsa,1.2,22
10,128700,Toyota,Hybryda,33000,Toyota,Corolla,1.8,Hybrid,2021,Corolla,1.8,22
11,154045,Škoda,Benzyna,22000,Škoda,Superb,1.5,TSI,2021,Superb,1.5,22
12,80001,Renault,Benzyna,10790,Renault,Captur,,,2021,Captur,,22
13,299000,Jeep,Benzyna,16061,Jeep,Wrangler,Unlimited,GME,2021,Wrangler,Unlimited,22
14,583004,Mercedes-Benz,Benzyna,27000,Mercedes-Benz,GLE,AMG,53,2021,GLE,AMG,22
15,680000,Audi,Benzyna,18000,Audi,RS6,Avant,4.0,2021,RS6,Avant,22
16,45999,Toyota,Benzyna,9200,Toyota,Aygo,1.0,VVT-i,2021,Aygo,1.0,22
17,145900,Toyota,Hybryda,16000,Toyota,C-HR,2.0,Hybrid,2021,C-HR,2.0,22
18,65190,Renault,Benzyna+LPG,23000,Renault,Clio,1.0,TCe,2021,Clio,1.0,22
19,115000,Jeep,Benzyna,23755,Jeep,Wrangler,,,2021,Wrangler,,22
20,259899,Mercedes-Benz,Diesel,18996,Mercedes-Benz,Klasa,E,220,2021,E,220,22
21,91900,Mazda,Benzyna,1700,Mazda,CX-30,2.0,mHEV,2021,CX-30,2.0,22
22,75900,Toyota,Benzyna,22790,Toyota,Yaris,,,2021,Yaris,,22
23,56900,Hyundai,Benzyna,6500,Hyundai,Bayon,1.0,T-GDI,2021,Bayon,1.0,22
24,232900,BMW,Diesel,4500,BMW,X3,xDrive20d,mHEV,2021,X3,xDrive20d,22
25,46900,Volkswagen,Diesel,6500,Volkswagen,Touran,2.0,TDI,2021,Touran,2.0,22
26,45500,Kia,Benzyna,6500,Kia,Picanto,1.0,,2021,Picanto,1.0,22
27,299997,Audi,Benzyna,17500,Audi,S5,,,2021,S5,,22
28,50000,Mitsubishi,Benzyna,487,Mitsubishi,ASX,,,2021,ASX,,22
29,63600,Hyundai,Benzyna,36600,Hyundai,i20,,,2021,i20,,22
30,139605,Audi,Benzyna,9500,Audi,Q3,35,TFSI,2021,Q3,35,22
31,168240,Audi,Benzyna,7250,Audi,A3,35,TFSI,2021,A3,35,22
0,122140,Jeep,Benzyna,1,Jeep,Renegade,1.3,GSE,2021,Renegade,1.3,75
1,225000,BMW,Diesel,2500,BMW,Seria,5,520d,2021,5,520d,75
2,191900,Volvo,Benzyna,22500,Volvo,XC,40,T4,2021,XC,40,75
3,185728,Ford,Diesel,1,Ford,Transit,Custom,320,2021,Transit,Custom,75
4,184377,Mercedes-Benz,Elektryczny,5000,Mercedes-Benz,Vito,eVito,Lang,2021,Vito,eVito,75
5,509000,BMW,Benzyna,5,BMW,X7,xDrive40i,,2021,X7,xDrive40i,75
6,277500,BMW,Benzyna,5,BMW,Seria,4,420i,2021,4,420i,75
7,67990,Mitsubishi,Benzyna,undefined,Mitsubishi,Space,Star,,2021,Space,Star,75
8,100000,Kia,Benzyna,16148,Kia,Ceed,,,2021,Ceed,,75
9,47454,Toyota,Benzyna,9276,Toyota,Aygo,1.0,VVT-i,2021,Aygo,1.0,75
10,200000,Mercedes-Benz,Diesel,10000,Mercedes-Benz,GLC,200,d,2021,GLC,200,75
11,94500,Peugeot,Benzyna,20900,Peugeot,2008,,,2021,2008,,75
12,339000,Porsche,Benzyna,50,Porsche,Macan,Standard,,2021,Macan,Standard,75
13,63500,Mitsubishi,Benzyna,2300,Mitsubishi,Space,Star,1.2,2021,Space,Star,75
14,183798,Mitsubishi,Diesel,undefined,Mitsubishi,L200,,,2021,L200,,75
15,54990,Mitsubishi,Benzyna,undefined,Mitsubishi,Space,Star,,2021,Space,Star,75
16,244800,BMW,Benzyna,38169,BMW,Seria,2,,2021,2,,75
17,238500,Audi,Diesel,5000,Audi,A4,Allroad,40,2021,A4,Allroad,75
18,49900,Peugeot,Benzyna,6400,Peugeot,108,VTI,72,2021,108,VTI,75
19,405900,Audi,Diesel,8000,Audi,A8,50,TDI,2021,A8,50,75
20,179990,Mitsubishi,Diesel,14532,Mitsubishi,L200,,,2021,L200,,75
21,150060,Ford,Diesel,12000,Ford,Mondeo,2.0,EcoBlue,2021,Mondeo,2.0,75
22,167900,Peugeot,Benzyna,2,Peugeot,508,,,2021,508,,75
23,199900,Mercedes-Benz,Benzyna,17678,Mercedes-Benz,GLB,,,2021,GLB,,75
24,117900,Nissan,Benzyna,4725,Nissan,Qashqai,1.3,DIG-T,2021,Qashqai,1.3,75
25,169800,Audi,Benzyna,20500,Audi,A3,35,TFSI,2021,A3,35,75
26,140000,Toyota,Hybryda,273,Toyota,C-HR,1.8,Hybrid,2021,C-HR,1.8,75
27,169000,Škoda,Diesel,16800,Škoda,Superb,,,2021,Superb,,75
28,245000,BMW,Diesel,5100,BMW,Seria,3,320d,2021,3,320d,75
29,160800,Škoda,Benzyna,31269,Škoda,Kodiaq,,,2021,Kodiaq,,75
30,146500,Volkswagen,Benzyna,45700,Volkswagen,Golf,,,2021,Golf,,75
31,77990,Hyundai,Benzyna,29100,Hyundai,I30,,,2021,I30,,75
0,169900,Hyundai,Benzyna,17,Hyundai,Tucson,,,2021,Tucson,,28
1,70290,Mitsubishi,Benzyna,22,Mitsubishi,Space,Star,,2021,Space,Star,28
2,75290,Mitsubishi,Benzyna,10,Mitsubishi,Space,Star,,2021,Space,Star,28
3,57591,Mitsubishi,Benzyna,22,Mitsubishi,Space,Star,,2021,Space,Star,28
4,182890,Mitsubishi,Hybryda,5,Mitsubishi,Eclipse,Cross,,2021,Eclipse,Cross,28
5,63290,Mitsubishi,Benzyna,7,Mitsubishi,Space,Star,,2021,Space,Star,28
6,179734,Mitsubishi,Diesel,5,Mitsubishi,L200,,,2021,L200,,28
7,190890,Mitsubishi,Hybryda,3,Mitsubishi,Eclipse,Cross,,2021,Eclipse,Cross,28
8,26900,Suzuki,Benzyna,6928,Suzuki,Swift,1.2,Dualjet,2021,Swift,1.2,28
9,294600,Audi,Diesel,1,Audi,Q5,40,TDI,2021,Q5,40,28
10,249900,Lexus,Benzyna,100,Lexus,RX,300,Business,2021,RX,300,28
11,149900,Mercedes-Benz,Benzyna,11733,Mercedes-Benz,Klasa,A,,2021,A,,28
12,149900,Mercedes-Benz,Benzyna,11733,Mercedes-Benz,Klasa,A,,2021,A,,28
13,175000,Mitsubishi,Hybryda,42017,Mitsubishi,Eclipse,Cross,,2021,Eclipse,Cross,28
14,176000,Mitsubishi,Hybryda,2432,Mitsubishi,Eclipse,Cross,,2021,Eclipse,Cross,28
15,137900,Audi,Benzyna,3971,Audi,A1,30,TFSI,2021,A1,30,28
16,104900,Opel,Diesel,9500,Opel,Combo,,,2021,Combo,,28
17,347100,BMW,Benzyna,9900,BMW,Seria,3,M340i,2021,3,M340i,28
18,215000,Mercedes-Benz,Diesel,49474,Mercedes-Benz,GLC,,,2021,GLC,,28
19,220000,Mercedes-Benz,Diesel,37742,Mercedes-Benz,GLC,,,2021,GLC,,28
20,248000,Mercedes-Benz,Diesel,34606,Mercedes-Benz,Klasa,E,,2021,E,,28
21,429900,BMW,Diesel,14510,BMW,X5,xDrive30d,mHEV,2021,X5,xDrive30d,28
22,27900,Suzuki,Hybryda,13055,Suzuki,Swift,,,2021,Swift,,28
23,141900,Peugeot,Benzyna,23874,Peugeot,508,,,2021,508,,28
24,65900,Audi,Benzyna,11000,Audi,A3,35,TFSI,2021,A3,35,28
25,900000,Mercedes-Benz,Benzyna,5000,Mercedes-Benz,Klasa,G,500,2021,G,500,28
26,180750,Škoda,Benzyna,100,Škoda,Kodiaq,1.5,TSI,2021,Kodiaq,1.5,28
27,170250,Audi,Benzyna,1,Audi,Q3,35,TFSI,2021,Q3,35,28
28,300000,BMW,Diesel,14000,BMW,Seria,3,330d,2021,3,330d,28
29,30900,Fiat,Benzyna,15000,Fiat,Tipo,1.0,T3,2021,Tipo,1.0,28
30,100001,Opel,Benzyna,17275,Opel,Grandland,X,,2021,Grandland,X,28
31,100001,Opel,Benzyna,12472,Opel,Grandland,X,,2021,Grandland,X,28
0,45500,Dacia,Diesel,83053,Dacia,Duster,,,2021,Duster,,91
1,309000,Mercedes-Benz,Elektryczny,1991,Mercedes-Benz,EQC,400,4-Matic,2021,EQC,400,91
2,377461,Mercedes-Benz,Elektryczny,2048,Mercedes-Benz,EQC,,,2021,EQC,,91
3,579900,Mercedes-Benz,Diesel,12000,Mercedes-Benz,GLS,400,d,2021,GLS,400,91
4,114999,Mazda,Benzyna,16520,Mazda,CX-30,2.0,mHEV,2021,CX-30,2.0,91
5,260000,Audi,Diesel,43396,Audi,A6,Avant,40,2021,A6,Avant,91
6,220000,BMW,Diesel,9000,BMW,X3,xDrive20d,Advantage,2021,X3,xDrive20d,91
7,385000,Mercedes-Benz,Benzyna,38500,Mercedes-Benz,CLA,AMG,45,2021,CLA,AMG,91
8,240972,Lexus,Benzyna,3800,Lexus,RX,300,Business,2021,RX,300,91
9,158670,Volvo,Benzyna,29000,Volvo,XC,40,T3,2021,XC,40,91
10,92250,Volvo,Diesel,17000,Volvo,V90,B5,D,2021,V90,B5,91
11,228982,Mercedes-Benz,Diesel,7501,Mercedes-Benz,GLB,220,d,2021,GLB,220,91
12,79500,Citroën,Benzyna,3,Citroën,C3,1.2,PureTech,2021,C3,1.2,91
13,154800,Peugeot,Diesel,2000,Peugeot,508,1.5,BlueHDi,2021,508,1.5,91
14,132619,Audi,Benzyna,4629,Audi,A3,35,TFSI,2021,A3,35,91
15,125800,Kia,Benzyna,15000,Kia,Sportage,1.6,T-GDI,2021,Sportage,1.6,91
16,99800,Hyundai,Benzyna,15000,Hyundai,Tucson,,,2021,Tucson,,91
17,189000,Ford,Benzyna,10300,Ford,Kuga,2.5,FHEV,2021,Kuga,2.5,91
18,274900,BMW,Diesel,9283,BMW,X4,xDrive20d,mHEV,2021,X4,xDrive20d,91
19,151900,Toyota,Hybryda,3460,Toyota,C-HR,,,2021,C-HR,,91
20,139900,Toyota,Hybryda,3487,Toyota,C-HR,,,2021,C-HR,,91
21,144000,Peugeot,Benzyna,16815,Peugeot,508,1.6,PureTech,2021,508,1.6,91
22,129000,BMW,Benzyna,3400,BMW,X1,sDrive18i,Sport,2021,X1,sDrive18i,91
23,199899,Volkswagen,Benzyna,10000,Volkswagen,Golf,,,2021,Golf,,91
24,126969,Hyundai,Benzyna,6535,Hyundai,i20,1.6,T-GDi,2021,i20,1.6,91
25,31000,Renault,Hybryda,42000,Renault,Clio,E-TECH,Hybrid,2021,Clio,E-TECH,91
26,122000,Audi,Benzyna,29853,Audi,S4,,,2021,S4,,91
27,144900,Toyota,Hybryda,6100,Toyota,Corolla,2.0,Hybrid,2021,Corolla,2.0,91
28,71500,Mazda,Benzyna,1300,Mazda,3,,,2021,3,,91
29,112001,Hyundai,Benzyna,12499,Hyundai,I30,,,2021,I30,,91
30,112001,Hyundai,Benzyna,13351,Hyundai,I30,,,2021,I30,,91
31,112001,Hyundai,Benzyna,19213,Hyundai,I30,,,2021,I30,,91
0,169900,Audi,Diesel,10000,Audi,A6,Avant,35,2021,A6,Avant,7
1,57900,Toyota,Benzyna,1200,Toyota,Aygo,,,2021,Aygo,,7
2,369990,Mercedes-Benz,Diesel,5200,Mercedes-Benz,GLE,300,d,2021,GLE,300,7
3,389900,Mercedes-Benz,Diesel,3400,Mercedes-Benz,GLE,Coupe,300,2021,GLE,Coupe,7
4,55900,Toyota,Benzyna,8950,Toyota,Aygo,,,2021,Aygo,,7
5,130000,Mazda,Benzyna,543,Mazda,CX-5,,,2021,CX-5,,7
6,118000,Mazda,Benzyna,3500,Mazda,CX-5,,,2021,CX-5,,7
7,489900,Land Rover,Benzyna,23600,Land,Rover,Range,Rover,2021,Range,Rover,7
8,86600,Lexus,Benzyna,14300,Lexus,NX,300,F,2021,NX,300,7
9,79900,Peugeot,Benzyna,7900,Peugeot,208,,,2021,208,,7
10,85000,Land Rover,Diesel,9400,Land,Rover,Range,Rover,2021,Range,Rover,7
11,239900,Mercedes-Benz,Benzyna,13450,Mercedes-Benz,CLA,250,4-Matic,2021,CLA,250,7
12,79900,Dacia,Benzyna,6683,Dacia,Duster,1.3,TCe,2021,Duster,1.3,7
13,163000,Nissan,Benzyna,2200,Nissan,Qashqai,1.3,DIG-T,2021,Qashqai,1.3,7
14,475000,Audi,Diesel,14210,Audi,Q8,50,TDI,2021,Q8,50,7
15,228300,BMW,Benzyna,13000,BMW,X6,xDrive40i,,2021,X6,xDrive40i,7
16,92900,Toyota,Benzyna,7100,Toyota,Corolla,,,2021,Corolla,,7
17,239900,BMW,Hybryda,10,BMW,Seria,3,330e,2021,3,330e,7
18,84900,Renault,Benzyna,16600,Renault,Captur,,,2021,Captur,,7
19,264900,Volkswagen,Benzyna,12196,Volkswagen,Arteon,,,2021,Arteon,,7
20,43594,Hyundai,Benzyna,6000,Hyundai,I30,1.5,DPI,2021,I30,1.5,7
21,111000,Kia,Benzyna,7400,Kia,XCeed,1.5,T-GDI,2021,XCeed,1.5,7
22,120000,Škoda,Diesel,6000,Škoda,Octavia,2.0,TDI,2021,Octavia,2.0,7
23,116900,Seat,Benzyna,21000,Seat,Leon,1.5,TSI,2021,Leon,1.5,7
24,175900,Toyota,Diesel,13000,Toyota,Proace,Verso,,2021,Proace,Verso,7
25,186538,Mercedes-Benz,Benzyna,10500,Mercedes-Benz,Klasa,A,35,2021,A,35,7
26,235400,Audi,Diesel,1,Audi,A4,40,TDI,2021,A4,40,7
27,173000,Mercedes-Benz,Benzyna,35853,Mercedes-Benz,CLA,,,2021,CLA,,7
28,81900,Hyundai,Benzyna,31945,Hyundai,I30,1.0,T-GDI,2021,I30,1.0,7
29,249900,Audi,Benzyna,25311,Audi,A4,Allroad,,2021,A4,Allroad,7
30,735000,Mercedes-Benz,Benzyna,16190,Mercedes-Benz,AMG,GT,53,2021,AMG,GT,7
31,243900,Audi,Hybryda,5919,Audi,Q3,,,2021,Q3,,7
0,226665,Audi,Diesel,8,Audi,Q5,,,2021,Q5,,5
1,91500,Mitsubishi,Benzyna,8950,Mitsubishi,ASX,,,2021,ASX,,5
2,239000,Audi,Diesel,43,Audi,A6,,,2021,A6,,5
3,49000,Toyota,Benzyna,5000,Toyota,Aygo,1.0,VVT-i,2021,Aygo,1.0,5
4,165000,Mercedes-Benz,Benzyna,34180,Mercedes-Benz,CLA,,,2021,CLA,,5
5,41500,Renault,Benzyna,12000,Renault,Clio,,,2021,Clio,,5
6,59900,Toyota,Benzyna,936,Toyota,Aygo,,,2021,Aygo,,5
7,493617,Audi,Diesel,7129,Audi,Q8,50,TDI,2021,Q8,50,5
8,139999,Mazda,Elektryczny,10560,Mazda,MX-30,,,2021,MX-30,,5
9,96000,Peugeot,Diesel,8412,Peugeot,2008,,,2021,2008,,5
10,123900,Mazda,Benzyna,12900,Mazda,CX-30,2.0,mHEV,2021,CX-30,2.0,5
11,143900,Mazda,Benzyna,17302,Mazda,6,,,2021,6,,5
12,126900,Mazda,Benzyna,15389,Mazda,3,2.0,mHEV,2021,3,2.0,5
13,128900,Mazda,Benzyna,20000,Mazda,CX-30,,,2021,CX-30,,5
14,269000,Audi,Benzyna,11300,Audi,Q7,,,2021,Q7,,5
15,443000,Mercedes-Benz,Diesel,8900,Mercedes-Benz,Klasa,V,300,2021,V,300,5
16,59900,MINI,Benzyna,8874,MINI,ONE,,,2021,ONE,,5
17,124000,Mazda,Benzyna,1,Mazda,3,,,2021,3,,5
18,169000,RAM,Benzyna,4000,RAM,1500,Crew,Cab,2021,1500,Crew,5
19,119900,Toyota,Hybryda,17158,Toyota,Corolla,1.8,Hybrid,2021,Corolla,1.8,5
20,188000,Audi,Benzyna,10000,Audi,Q5,45,TFSI,2021,Q5,45,5
21,87900,Seat,Benzyna,17000,Seat,Arona,1.0,TSI,2021,Arona,1.0,5
22,219000,Mercedes-Benz,Diesel,50000,Mercedes-Benz,GLC,200,d,2021,GLC,200,5
23,219900,Mercedes-Benz,Diesel,60000,Mercedes-Benz,GLC,200,d,2021,GLC,200,5
24,119000,BMW,Benzyna,15900,BMW,Seria,1,118i,2021,1,118i,5
25,191685,Škoda,Hybryda,15300,Škoda,Superb,1.4,TSI,2021,Superb,1.4,5
26,214020,Opel,Diesel,11452,Opel,Zafira,,,2021,Zafira,,5
27,10000,Volkswagen,Benzyna,19766,Volkswagen,T-Roc,2.0,TSI,2021,T-Roc,2.0,5
28,64900,Škoda,Benzyna,2100,Škoda,Fabia,1.0,TSI,2021,Fabia,1.0,5
29,79900,Ford,Benzyna,9500,Ford,EcoSport,1.0,EcoBoost,2021,EcoSport,1.0,5
30,447800,Mercedes-Benz,Diesel,8000,Mercedes-Benz,GLE,Coupe,400,2021,GLE,Coupe,5
31,49600,Dacia,Benzyna+LPG,23576,Dacia,Duster,1.0,TCe,2021,Duster,1.0,5
0,159900,Hyundai,Hybryda,14083,Hyundai,Tucson,1.6,T-GDi,2021,Tucson,1.6,39
1,42927,Mitsubishi,Benzyna+LPG,30700,Mitsubishi,Space,Star,,2021,Space,Star,39
2,162900,Volkswagen,Benzyna,13000,Volkswagen,Tiguan,1.5,TSI,2021,Tiguan,1.5,39
3,400000,Mercedes-Benz,Benzyna,624,Mercedes-Benz,GLS,Maybach,600,2021,GLS,Maybach,39
4,42681,Mitsubishi,Benzyna+LPG,32951,Mitsubishi,Space,Star,,2021,Space,Star,39
5,51000,Opel,Benzyna,45763,Opel,Mokka,,,2021,Mokka,,39
6,208000,Cupra,Benzyna,30000,Cupra,Formentor,2.0,TSI,2021,Formentor,2.0,39
7,69900,Nissan,Benzyna,6800,Nissan,Micra,,,2021,Micra,,39
8,325900,Jeep,Diesel,1,Jeep,Gladiator,,,2021,Gladiator,,39
9,59900,Hyundai,Hybryda,11000,Hyundai,Kona,1.6,GDI,2021,Kona,1.6,39
10,609900,BMW,Benzyna,12,BMW,X7,,,2021,X7,,39
11,205000,Ford,Hybryda,10,Ford,Kuga,,,2021,Kuga,,39
12,59000,Kia,Benzyna,19436,Kia,Sportage,,,2021,Sportage,,39
13,479900,Audi,Diesel,8000,Audi,Q8,45,TDI,2021,Q8,45,39
14,439000,Mercedes-Benz,Diesel,20900,Mercedes-Benz,GLE,Coupe,350,2021,GLE,Coupe,39
15,203500,Audi,Benzyna,23246,Audi,Q8,,,2021,Q8,,39
16,150490,Škoda,Benzyna,10000,Škoda,Octavia,,,2021,Octavia,,39
17,159900,Audi,Benzyna,47628,Audi,A4,,,2021,A4,,39
18,104800,Suzuki,Benzyna,1,Suzuki,SX4,S-Cross,,2021,SX4,S-Cross,39
19,125500,Kia,Benzyna,14700,Kia,Sportage,1.6,T-GDI,2021,Sportage,1.6,39
20,370000,Volvo,Benzyna,29750,Volvo,XC,90,,2021,XC,90,39
21,224475,Kia,Benzyna,18000,Kia,Stinger,3.3,T-GDI,2021,Stinger,3.3,39
22,189900,Volvo,Benzyna,14701,Volvo,XC,40,,2021,XC,40,39
23,319000,Mercedes-Benz,Benzyna,14500,Mercedes-Benz,Klasa,A,45,2021,A,45,39
24,169900,Volvo,Benzyna,41398,Volvo,XC,40,,2021,XC,40,39
25,299800,Audi,Benzyna,22000,Audi,Q5,,,2021,Q5,,39
26,205500,Ford,Hybryda,1,Ford,Kuga,,,2021,Kuga,,39
27,34900,Peugeot,Diesel,8676,Peugeot,208,,,2021,208,,39
28,152900,Škoda,Diesel,72323,Škoda,Kodiaq,2.0,TDI,2021,Kodiaq,2.0,39
29,139000,Opel,Diesel,4114,Opel,Insignia,2.0,CDTI,2021,Insignia,2.0,39
30,95900,Renault,Benzyna,8900,Renault,Megane,1.3,TCe,2021,Megane,1.3,39
31,325000,RAM,Benzyna,17000,RAM,1500,,,2021,1500,,39
0,172900,Nissan,Hybryda,4507,Nissan,Qashqai,,,2021,Qashqai,,47
1,108000,Peugeot,Benzyna,1700,Peugeot,308,1.2,PureTech,2021,308,1.2,47
2,119900,Jeep,Benzyna,17900,Jeep,Compass,,,2021,Compass,,47
3,279900,Audi,Benzyna,17489,Audi,A6,,,2021,A6,,47
4,409900,Audi,Diesel,6452,Audi,A7,45,TDI,2021,A7,45,47
5,206700,Mercedes-Benz,Benzyna,5,Mercedes-Benz,GLB,200,4-Matic,2021,GLB,200,47
6,116900,Hyundai,Benzyna,5923,Hyundai,Tucson,1.6,T-GDi,2021,Tucson,1.6,47
7,179900,Volvo,Benzyna,27030,Volvo,S60,,,2021,S60,,47
8,58500,Ligier,Diesel,2853,Ligier,JS50,,,2021,JS50,,47
9,114900,Kia,Benzyna,3456,Kia,Sportage,,,2021,Sportage,,47
10,699900,Mercedes-Benz,Benzyna,14000,Mercedes-Benz,Klasa,E,,2021,E,,47
11,154977,Mitsubishi,Diesel,3000,Mitsubishi,L200,,,2021,L200,,47
12,144000,Toyota,Hybryda,20050,Toyota,C-HR,,,2021,C-HR,,47
13,209000,Mercedes-Benz,Diesel,3370,Mercedes-Benz,CLA,220,d,2021,CLA,220,47
14,455900,BMW,Hybryda,72,BMW,X5,,,2021,X5,,47
15,219900,Kia,Hybryda,22200,Kia,Sorento,1.6,T-GDI,2021,Sorento,1.6,47
16,169990,Mitsubishi,Hybryda,undefined,Mitsubishi,Eclipse,Cross,,2021,Eclipse,Cross,47
17,272900,BMW,Diesel,7433,BMW,Seria,5,520d,2021,5,520d,47
18,649950,Audi,Benzyna,1900,Audi,RS7,4.0,TFSI,2021,RS7,4.0,47
19,546080,BMW,Hybryda,5000,BMW,Seria,7,,2021,7,,47
20,370971,Mercedes-Benz,Diesel,1,Mercedes-Benz,CLS,300,d,2021,CLS,300,47
21,299900,Jeep,Hybryda,2500,Jeep,Wrangler,Unlimited,2.0,2021,Wrangler,Unlimited,47
22,119800,Honda,Hybryda,1,Honda,Jazz,,,2021,Jazz,,47
23,444000,Audi,Diesel,13612,Audi,S6,,,2021,S6,,47
24,525000,Audi,Benzyna,673,Audi,RS5,,,2021,RS5,,47
25,141650,Nissan,Hybryda,undefined,Nissan,Qashqai,,,2021,Qashqai,,47
26,304000,Audi,Diesel,1,Audi,A6,40,TDI,2021,A6,40,47
27,106500,Škoda,Benzyna,17700,Škoda,Kamiq,1.5,TSI,2021,Kamiq,1.5,47
28,288700,Audi,Diesel,1,Audi,A6,,,2021,A6,,47
29,165000,Opel,Elektryczny,3363,Opel,Mokka,Mokka-e,Ultimate,2021,Mokka,Mokka-e,47
30,139500,Jeep,Benzyna,8000,Jeep,Wrangler,Unlimited,GME,2021,Wrangler,Unlimited,47
31,107900,Toyota,Hybryda,53000,Toyota,Corolla,,,2021,Corolla,,47
0,95900,Citroën,Benzyna,20559,Citroën,C4,,,2021,C4,,20
1,42990,Mitsubishi,Benzyna,5,Mitsubishi,Space,Star,,2021,Space,Star,20
2,299585,BMW,Benzyna,5000,BMW,Seria,4,430i,2021,4,430i,20
3,88900,Kia,Benzyna,34000,Kia,Ceed,,,2021,Ceed,,20
4,169900,BMW,Benzyna,8500,BMW,Seria,2,218i,2021,2,218i,20
5,174900,Volvo,Benzyna,25320,Volvo,V60,,,2021,V60,,20
6,190990,Mitsubishi,Hybryda,undefined,Mitsubishi,Eclipse,Cross,,2021,Eclipse,Cross,20
7,136900,Kia,Benzyna,38906,Kia,XCeed,1.6,GDI,2021,XCeed,1.6,20
8,159998,Mercedes-Benz,Benzyna,9800,Mercedes-Benz,Klasa,A,200,2021,A,200,20
9,71500,Kia,Benzyna,300,Kia,Rio,1.2,L,2021,Rio,1.2,20
10,199900,Volkswagen,Diesel,17000,Volkswagen,Tiguan,2.0,TDI,2021,Tiguan,2.0,20
11,71400,Kia,Benzyna,7000,Kia,Rio,1.0,T-GDI,2021,Rio,1.0,20
12,129700,Volkswagen,Elektryczny,18914,Volkswagen,ID.4,77kWh,Pro,2021,ID.4,77kWh,20
13,156000,Toyota,Benzyna,14800,Toyota,RAV4,2.0,Comfort,2021,RAV4,2.0,20
14,112900,Kia,Benzyna,17341,Kia,Sportage,1.6,T-GDI,2021,Sportage,1.6,20
15,212000,Alfa Romeo,Benzyna,5,Alfa,Romeo,Giulia,,2021,Romeo,Giulia,20
16,549900,BMW,Benzyna,6510,BMW,Seria,8,,2021,8,,20
17,196500,Alfa Romeo,Benzyna,500,Alfa,Romeo,Giulia,,2021,Romeo,Giulia,20
18,219000,Alfa Romeo,Benzyna,1000,Alfa,Romeo,Stelvio,,2021,Romeo,Stelvio,20
19,189900,Lexus,Benzyna,7698,Lexus,NX,,,2021,NX,,20
20,359301,Audi,Diesel,15000,Audi,A6,40,TDI,2021,A6,40,20
21,489000,Audi,Diesel,15000,Audi,Q8,50,TDI,2021,Q8,50,20
22,174900,Renault,Diesel,24500,Renault,Talisman,,,2021,Talisman,,20
23,330000,Mercedes-Benz,Benzyna,41600,Mercedes-Benz,CLA,AMG,45,2021,CLA,AMG,20
24,98000,Hyundai,Hybryda,317,Hyundai,Santa,Fe,,2021,Santa,Fe,20
25,110000,Seat,Diesel,12917,Seat,Leon,,,2021,Leon,,20
26,175700,Ford,Elektryczny,5957,Ford,Mustang,Mach-E,AWD,2021,Mustang,Mach-E,20
27,12300,Mercedes-Benz,Diesel,23627,Mercedes-Benz,Citan,,,2021,Citan,,20
28,135300,Jeep,Benzyna,4726,Jeep,Wrangler,,,2021,Wrangler,,20
29,199000,Toyota,Hybryda,6000,Toyota,RAV4,2.5,Hybrid,2021,RAV4,2.5,20
30,59900,Peugeot,Diesel,8000,Peugeot,308,1.5,BlueHDi,2021,308,1.5,20
31,89999,Renault,Benzyna,8437,Renault,Megane,,,2021,Megane,,20
0,239900,BMW,Diesel,13510,BMW,X3,xDrive20d,M,2021,X3,xDrive20d,45
1,112900,Suzuki,Hybryda,2039,Suzuki,Vitara,,,2021,Vitara,,45
2,519000,BMW,Benzyna,4275,BMW,X5,M,M50i,2021,X5,M,45
3,129900,Peugeot,Benzyna,11400,Peugeot,3008,,,2021,3008,,45
4,133000,Škoda,Benzyna,10000,Škoda,Karoq,1.5,TSI,2021,Karoq,1.5,45
5,169900,Mercedes-Benz,Benzyna,16891,Mercedes-Benz,Klasa,A,,2021,A,,45
6,259800,Audi,Benzyna,32019,Audi,A4,,,2021,A4,,45
