,priceSpecification.price,itemOffered.brand,itemOffered.fuelType,itemOffered.mileageFromOdometer.value,0,1,2,3,year,model,version,page
0,32500,Toyota,Benzyna,215600,Toyota,MR2,1.8,VVT-i,2000,MR2,1.8,24
1,5700,Volkswagen,Benzyna,213235,Volkswagen,Golf,IV,1.4,2000,Golf,IV,24
2,24900,Kia,Diesel,140900,Kia,Retona,2.0,TD,2000,Retona,2.0,24
3,19900,Mercedes-Benz,Benzyna,229010,Mercedes-Benz,Klasa,S,320,2000,S,320,24
4,11900,Mercedes-Benz,Diesel,286580,Mercedes-Benz,Klasa,E,320,2000,E,320,24
5,3350,Renault,Benzyna,169000,Renault,Megane,,,2000,Megane,,24
6,19000,Ford,Benzyna,70000,Ford,Windstar,3.0,,2000,Windstar,3.0,24
7,3700,Fiat,Diesel,265000,Fiat,Punto,1.9,D,2000,Punto,1.9,24
8,4999,Audi,Benzyna,200000,Audi,A3,,,2000,A3,,24
9,13900,Audi,Benzyna+LPG,263000,Audi,A6,,,2000,A6,,24
10,5500,Audi,Diesel,450000,Audi,A6,,,2000,A6,,24
11,4900,Renault,Benzyna,248000,Renault,Kangoo,,,2000,Kangoo,,24
12,4499,Volkswagen,Benzyna,180000,Volkswagen,Lupo,1.4,,2000,Lupo,1.4,24
13,8800,Honda,Benzyna,152866,Honda,Accord,,,2000,Accord,,24
14,8900,Toyota,Benzyna,181225,Toyota,Corolla,,,2000,Corolla,,24
15,13700,Mazda,Benzyna,174000,Mazda,MX-5,1.6,16V,2000,MX-5,1.6,24
16,18800,Audi,Benzyna,240000,Audi,TT,,,2000,TT,,24
17,2300,Mercedes-Benz,Diesel,299673,Mercedes-Benz,Klasa,A,170,2000,A,170,24
18,5500,Audi,Benzyna,206000,Audi,A3,1.6,FSI,2000,A3,1.6,24
19,18900,Mercedes-Benz,Benzyna,116000,Mercedes-Benz,Klasa,C,200,2000,C,200,24
20,9300,Subaru,Benzyna,221000,Subaru,Forester,,,2000,Forester,,24
21,23500,Mazda,Benzyna,99600,Mazda,MX-5,,,2000,MX-5,,24
22,3900,Fiat,Benzyna,139382,Fiat,Seicento,,,2000,Seicento,,24
23,11900,Volkswagen,Diesel,449000,Volkswagen,Transporter,,,2000,Transporter,,24
24,6500,Volkswagen,Benzyna,271000,Volkswagen,Golf,,,2000,Golf,,24
25,92250,Jaguar,Benzyna,144000,Jaguar,XK8,,,2000,XK8,,24
26,3999,Volvo,Diesel,312000,Volvo,S80,2.5TDI,,2000,S80,2.5TDI,24
27,12200,BMW,Benzyna+LPG,339254,BMW,Seria,5,,2000,5,,24
28,9500,Suzuki,Benzyna,250000,Suzuki,Grand,Vitara,,2000,Grand,Vitara,24
29,3999,Seat,Diesel,400000,Seat,Alhambra,1.9,TDI,2000,Alhambra,1.9,24
30,10900,BMW,Benzyna,201200,BMW,Seria,3,320i,2000,3,320i,24
31,15000,Mercedes-Benz,Benzyna,253000,Mercedes-Benz,CLK,200,,2000,CLK,200,24
0,9600,BMW,Benzyna,250000,BMW,Seria,5,520i,2000,5,520i,19
1,16500,Subaru,Benzyna,233050,Subaru,Forester,2.0,Hubertus,2000,Forester,2.0,19
2,2999,Seat,Benzyna,248000,Seat,Leon,1.4,Stella,2000,Leon,1.4,19
3,7300,Honda,Benzyna,207000,Honda,Civic,1.4i,S,2000,Civic,1.4i,19
4,27000,Dodge,Benzyna,193944,Dodge,Dakota,,,2000,Dakota,,19
5,5500,Renault,Benzyna,267000,Renault,Scenic,,,2000,Scenic,,19
6,23500,Audi,Benzyna,206011,Audi,A6,4.2,Quattro,2000,A6,4.2,19
7,11300,Aixam,Diesel,52600,Aixam,City,,,2000,City,,19
8,10500,Volvo,Benzyna,260000,Volvo,C70,,,2000,C70,,19
9,8750,Audi,Benzyna,234405,Audi,A6,,,2000,A6,,19
10,9500,BMW,Diesel,195000,BMW,Seria,3,330d,2000,3,330d,19
11,15500,Toyota,Benzyna,370000,Toyota,RAV4,2.0,VVT-i,2000,RAV4,2.0,19
12,5900,Opel,Benzyna,233600,Opel,Astra,1.6,Base,2000,Astra,1.6,19
13,14300,Volkswagen,Benzyna,323664,Volkswagen,Golf,IV,2.3,2000,Golf,IV,19
14,11500,BMW,Diesel,278937,BMW,Seria,3,,2000,3,,19
15,11000,Fiat,Diesel,262000,Fiat,Ducato,,,2000,Ducato,,19
16,29999,Audi,Benzyna,229000,Audi,A8,4.2,L,2000,A8,4.2,19
17,8400,Mercedes-Benz,Benzyna,230000,Mercedes-Benz,Klasa,C,200,2000,C,200,19
18,6000,Toyota,Benzyna,300907,Toyota,Yaris,1.0,Pak1,2000,Yaris,1.0,19
19,5300,Audi,Diesel,286000,Audi,A4,Avant,1.9,2000,A4,Avant,19
20,25000,Jeep,Benzyna,273916,Jeep,Cherokee,4.0,Sport,2000,Cherokee,4.0,19
21,3200,Renault,Benzyna,145000,Renault,Megane,,,2000,Megane,,19
22,9000,Audi,Diesel,287700,Audi,A4,Avant,1.9,2000,A4,Avant,19
23,3500,Opel,Benzyna+LPG,320000,Opel,Astra,,,2000,Astra,,19
24,4000,Opel,Benzyna,235000,Opel,Corsa,1.2,16V,2000,Corsa,1.2,19
25,6000,Mitsubishi,Benzyna,156940,Mitsubishi,Space,Wagon,,2000,Space,Wagon,19
26,4900,Mercedes-Benz,Diesel,184595,Mercedes-Benz,Klasa,A,170,2000,A,170,19
27,3000,Hyundai,Benzyna,130000,Hyundai,Accent,,,2000,Accent,,19
28,3950,Volkswagen,Benzyna,198000,Volkswagen,Polo,1.0,Basis,2000,Polo,1.0,19
29,3250,Toyota,Benzyna,559000,Toyota,Avensis,2.0,Sol,2000,Avensis,2.0,19
30,49999,Mercedes-Benz,Benzyna,132000,Mercedes-Benz,CL,500,,2000,CL,500,19
31,34000,Dodge,Benzyna+LPG,126000,Dodge,Dakota,4.7,4WD,2000,Dakota,4.7,19
0,5900,Mitsubishi,Benzyna+LPG,205000,Mitsubishi,Galant,2.5,V6,2000,Galant,2.5,18
1,4000,Volkswagen,Benzyna,271251,Volkswagen,Golf,IV,1.4,2000,Golf,IV,18
2,36900,Land Rover,Diesel,316000,Land,Rover,Discovery,,2000,Discovery,,18
3,15500,BMW,Benzyna,340000,BMW,Seria,5,,2000,5,,18
4,29900,Toyota,Benzyna,23000,Toyota,Yaris,Verso,,2000,Yaris,Verso,18
5,4900,Volkswagen,Benzyna,215000,Volkswagen,Golf,IV,1.4,2000,Golf,IV,18
6,5400,Toyota,Benzyna,297000,Toyota,Yaris,Verso,,2000,Yaris,Verso,18
7,5900,Suzuki,Benzyna,154000,Suzuki,Wagon,R+,,2000,Wagon,R+,18
8,29500,Mitsubishi,Benzyna,147800,Mitsubishi,Pajero,3.5,V6,2000,Pajero,3.5,18
9,40500,Toyota,Diesel,388500,Toyota,Land,Cruiser,Prado,2000,Land,Cruiser,18
10,95800,Honda,Benzyna,124000,Honda,S,2000,,2000,S,2000,18
11,6999,Renault,Benzyna,152000,Renault,Scenic,1.6,16V,2000,Scenic,1.6,18
12,6800,BMW,Diesel,271000,BMW,Seria,3,320d,2000,3,320d,18
13,9900,Volvo,Diesel,346000,Volvo,V70,2.5TDI,,2000,V70,2.5TDI,18
14,21000,Suzuki,Benzyna,166176,Suzuki,Jimny,1.3,JLX,2000,Jimny,1.3,18
15,3600,Renault,Benzyna,214000,Renault,Scenic,Megane,1.6,2000,Scenic,Megane,18
16,5000,Volkswagen,Benzyna,255715,Volkswagen,Passat,,,2000,Passat,,18
17,7500,Volvo,Benzyna+LPG,351000,Volvo,S80,,,2000,S80,,18
18,8900,Volkswagen,Benzyna,176000,Volkswagen,New,Beetle,,2000,New,Beetle,18
19,5000,Toyota,Benzyna+LPG,235000,Toyota,Corolla,1.4,,2000,Corolla,1.4,18
20,49444,Volkswagen,Diesel,403000,Volkswagen,Caravelle,,,2000,Caravelle,,18
21,3000,Volkswagen,Benzyna,250000,Volkswagen,Lupo,1.4,,2000,Lupo,1.4,18
22,6900,BMW,Benzyna,200200,BMW,Seria,3,318i,2000,3,318i,18
23,5500,Opel,Benzyna,286698,Opel,Omega,,,2000,Omega,,18
24,21500,Lexus,Benzyna,166700,Lexus,IS,200,Prestige,2000,IS,200,18
25,5800,Toyota,Benzyna,180000,Toyota,Yaris,Verso,1.3,2000,Yaris,Verso,18
26,28900,BMW,Benzyna,232000,BMW,X5,4.4i,,2000,X5,4.4i,18
27,9300,Volkswagen,Benzyna,234000,Volkswagen,New,Beetle,2.0,2000,New,Beetle,18
28,8900,Volkswagen,Benzyna,230000,Volkswagen,New,Beetle,2.0,2000,New,Beetle,18
29,13500,Mercedes-Benz,Benzyna,292000,Mercedes-Benz,CLK,230,Kompressor,2000,CLK,230,18
30,7950,Seat,Diesel,212000,Seat,Leon,,,2000,Leon,,18
31,23999,BMW,Benzyna,185000,BMW,X5,4.4i,,2000,X5,4.4i,18
0,6900,Volkswagen,Benzyna,109456,Volkswagen,Bora,2.3,V5,2000,Bora,2.3,10
1,6500,Škoda,Diesel,343000,Škoda,Octavia,,,2000,Octavia,,10
2,2400,Chrysler,Benzyna+LPG,274800,Chrysler,PT,Cruiser,2.0i,2000,PT,Cruiser,10
3,9900,Alfa Romeo,Diesel,148521,Alfa,Romeo,166,2.4,2000,Romeo,166,10
4,6500,Audi,Benzyna,257860,Audi,A3,,,2000,A3,,10
5,14900,BMW,Benzyna+LPG,270000,BMW,Seria,3,323i,2000,3,323i,10
6,12500,Volkswagen,Benzyna,180000,Volkswagen,Golf,IV,1.4,2000,Golf,IV,10
7,6000,Audi,Benzyna+LPG,343000,Audi,A6,,,2000,A6,,10
8,17499,BMW,Benzyna,160000,BMW,Seria,3,318Ci,2000,3,318Ci,10
9,8800,Mercedes-Benz,Benzyna+LPG,255000,Mercedes-Benz,Klasa,C,200,2000,C,200,10
10,2850,Saab,Diesel,252080,Saab,9-3,S,2.2,2000,9-3,S,10
11,7500,BMW,Benzyna,333400,BMW,Seria,3,,2000,3,,10
12,2500,Peugeot,Benzyna,325325,Peugeot,306,1.6,Saint,2000,306,1.6,10
13,6000,Mazda,Benzyna,273000,Mazda,626,,,2000,626,,10
14,7800,Opel,Benzyna+LPG,250000,Opel,Zafira,1.8,16V,2000,Zafira,1.8,10
15,12250,Volkswagen,Benzyna,153600,Volkswagen,Bora,1.6,,2000,Bora,1.6,10
16,3999,Fiat,Benzyna,225000,Fiat,Punto,1.2,16V,2000,Punto,1.2,10
17,7800,Mercedes-Benz,Benzyna,412000,Mercedes-Benz,CLK,,,2000,CLK,,10
18,1700,Opel,Diesel,293000,Opel,Corsa,1.7,DI,2000,Corsa,1.7,10
19,8950,Seat,Benzyna,160000,Seat,Leon,,,2000,Leon,,10
20,17999,Mercedes-Benz,Benzyna,297000,Mercedes-Benz,CLK,,,2000,CLK,,10
21,26500,Nissan,Diesel,267000,Nissan,Patrol,GR,3.0,2000,Patrol,GR,10
22,3700,Hyundai,Benzyna,230000,Hyundai,Accent,,,2000,Accent,,10
23,5500,Volvo,Diesel,362624,Volvo,S80,2.5TDI,,2000,S80,2.5TDI,10
24,16999,Mazda,Benzyna,211000,Mazda,MX-5,1.6,16V,2000,MX-5,1.6,10
25,6900,Renault,Benzyna,189262,Renault,Scenic,,,2000,Scenic,,10
26,4650,Renault,Benzyna+LPG,350000,Renault,Scenic,Megane,1.6,2000,Scenic,Megane,10
27,5800,Peugeot,Benzyna,131239,Peugeot,106,1.1,Classic,2000,106,1.1,10
28,3000,Honda,Benzyna,310259,Honda,Civic,1.4i,S,2000,Civic,1.4i,10
29,5200,Mitsubishi,Benzyna,355000,Mitsubishi,Carisma,1.8,Elegance,2000,Carisma,1.8,10
30,12600,Toyota,Benzyna,223000,Toyota,Yaris,Verso,1.3,2000,Yaris,Verso,10
31,6900,Audi,Benzyna,245000,Audi,A4,1.6,,2000,A4,1.6,10
0,5500,Volkswagen,Benzyna,228000,Volkswagen,New,Beetle,2.0,2000,New,Beetle,20
1,32500,BMW,Benzyna,199000,BMW,Z3,2.0,,2000,Z3,2.0,20
2,25900,BMW,Benzyna,335000,BMW,X5,4.4i,,2000,X5,4.4i,20
3,3013,Volkswagen,Benzyna,227500,Volkswagen,Golf,IV,1.6,2000,Golf,IV,20
4,31999,Jeep,Benzyna+LPG,226000,Jeep,Grand,Cherokee,,2000,Grand,Cherokee,20
5,3999,Toyota,Benzyna,248000,Toyota,Yaris,1.0,Pak1,2000,Yaris,1.0,20
6,8900,Opel,Diesel,372000,Opel,Zafira,2.0,DI,2000,Zafira,2.0,20
7,9900,Volkswagen,Benzyna,220000,Volkswagen,New,Beetle,,2000,New,Beetle,20
8,3650,Renault,Benzyna,202541,Renault,Clio,1.4i,RN,2000,Clio,1.4i,20
9,22900,Chevrolet,Benzyna,197123,Chevrolet,Trailblazer,4.2,LS,2000,Trailblazer,4.2,20
10,29900,Toyota,Benzyna,245849,Toyota,MR2,1.8,VVT-i,2000,MR2,1.8,20
11,7600,Renault,Diesel,295000,Renault,Scenic,Megane,1.9,2000,Scenic,Megane,20
12,10990,Audi,Benzyna,234590,Audi,A4,1.8T,,2000,A4,1.8T,20
13,8500,Seat,Diesel,295176,Seat,Alhambra,1.9,TDI,2000,Alhambra,1.9,20
14,19800,Mercedes-Benz,Diesel,560000,Mercedes-Benz,Sprinter,,,2000,Sprinter,,20
15,39900,Mercedes-Benz,Benzyna,170000,Mercedes-Benz,CL,600,,2000,CL,600,20
16,14500,Audi,Benzyna,168000,Audi,A3,,,2000,A3,,20
17,9900,BMW,Benzyna,273000,BMW,Seria,5,523i,2000,5,523i,20
18,14900,BMW,Diesel,361000,BMW,Seria,3,330d,2000,3,330d,20
19,18990,BMW,Benzyna+LPG,186500,BMW,Seria,3,,2000,3,,20
20,9900,Audi,Benzyna,185000,Audi,A3,,,2000,A3,,20
21,5100,Volkswagen,Benzyna,177000,Volkswagen,New,Beetle,2.0,2000,New,Beetle,20
22,19900,Land Rover,Benzyna,211000,Land,Rover,Discovery,II,2000,Discovery,II,20
23,7990,Opel,Benzyna,142900,Opel,Astra,II,1.4,2000,Astra,II,20
24,10000,Volkswagen,Benzyna,190000,Volkswagen,Golf,,,2000,Golf,,20
25,3999,Opel,Benzyna,242000,Opel,Astra,II,1.8,2000,Astra,II,20
26,10947,Audi,Benzyna,124000,Audi,A2,1.4,,2000,A2,1.4,20
27,65900,Volkswagen,Diesel,315000,Volkswagen,Multivan,,,2000,Multivan,,20
28,2750,Renault,Diesel,290000,Renault,Megane,,,2000,Megane,,20
29,4800,Nissan,Benzyna,164000,Nissan,Almera,,,2000,Almera,,20
30,18900,Toyota,Benzyna,233971,Toyota,RAV4,,,2000,RAV4,,20
31,39500,BMW,Benzyna,201000,BMW,Seria,3,330,2000,3,330,20
0,5900,Smart,Benzyna,120000,Smart,Roadster,,,2000,Roadster,,37
1,249900,Porsche,Benzyna,115675,Porsche,911,,,2000,911,,37
2,17500,Honda,Benzyna,204300,Honda,Legend,3.5,,2000,Legend,3.5,37
3,154000,Mercedes-Benz,Benzyna,112000,Mercedes-Benz,SL,500,,2000,SL,500,37
4,19800,Jaguar,Benzyna,168400,Jaguar,S-Type,,,2000,S-Type,,37
5,6000,Saab,Benzyna,257862,Saab,9-3,SE,2.0,2000,9-3,SE,37
6,11500,Audi,Benzyna,233210,Audi,A6,,,2000,A6,,37
7,119000,Mercedes-Benz,Benzyna,46700,Mercedes-Benz,SL,500,,2000,SL,500,37
8,62500,BMW,Benzyna,235000,BMW,Z3,3.0i,,2000,Z3,3.0i,37
9,10900,Mercedes-Benz,Benzyna,212000,Mercedes-Benz,CLK,,,2000,CLK,,37
10,23900,BMW,Benzyna,263500,BMW,Seria,7,735i,2000,7,735i,37
11,69900,Mitsubishi,Benzyna,100,Mitsubishi,Lancer,Evolution,,2000,Lancer,Evolution,37
12,11999,Mercedes-Benz,Benzyna,250000,Mercedes-Benz,SLK,,,2000,SLK,,37
13,79900,Mercedes-Benz,Benzyna,140000,Mercedes-Benz,SL,,,2000,SL,,37
14,19300,Mazda,Benzyna,99000,Mazda,MX-5,,,2000,MX-5,,37
15,7900,BMW,Benzyna,270000,BMW,Seria,3,,2000,3,,37
16,24900,Audi,Benzyna,360000,Audi,A6,,,2000,A6,,37
17,40900,BMW,Diesel,390000,BMW,Seria,7,,2000,7,,37
18,5900,Peugeot,Benzyna,158321,Peugeot,206,,,2000,206,,37
19,15900,Mercedes-Benz,Diesel,350000,Mercedes-Benz,Klasa,E,320,2000,E,320,37
0,7900,Volkswagen,Benzyna,275000,Volkswagen,Polo,1.6,GTI,2000,Polo,1.6,33
1,39500,Mercedes-Benz,Benzyna,213000,Mercedes-Benz,SL,500,,2000,SL,500,33
2,21999,Audi,Benzyna+LPG,326000,Audi,S6,Avant,4.2,2000,S6,Avant,33
3,20000,Volvo,Benzyna,337000,Volvo,C70,2.3,,2000,C70,2.3,33
4,10500,Aixam,Benzyna,50000,Aixam,,,,2000,,,33
5,24900,BMW,Benzyna,236000,BMW,X5,4.4i,,2000,X5,4.4i,33
6,3999,Volkswagen,Benzyna,168780,Volkswagen,Polo,1.4,16V,2000,Polo,1.4,33
7,2500,Subaru,Benzyna,180000,Subaru,Impreza,SW,2.0,2000,Impreza,SW,33
8,39900,BMW,Benzyna,318000,BMW,Seria,5,535i,2000,5,535i,33
9,10900,Mercedes-Benz,Benzyna,305000,Mercedes-Benz,Klasa,C,,2000,C,,33
10,22000,Subaru,Benzyna,220000,Subaru,Impreza,2.0GT,16v,2000,Impreza,2.0GT,33
11,2199,Opel,Benzyna,91285,Opel,Astra,,,2000,Astra,,33
12,17400,Toyota,Benzyna,225300,Toyota,RAV4,2.0,VVT-i,2000,RAV4,2.0,33
13,21000,Suzuki,Benzyna,242000,Suzuki,Jimny,1.3,JLX,2000,Jimny,1.3,33
14,99500,Nissan,Benzyna,206000,Nissan,Silvia,,,2000,Silvia,,33
15,90500,Nissan,Benzyna,65000,Nissan,Silvia,,,2000,Silvia,,33
16,22000,Audi,Benzyna+LPG,297845,Audi,A6,,,2000,A6,,33
17,8900,Volkswagen,Benzyna,194700,Volkswagen,Bora,2.3,V5,2000,Bora,2.3,33
18,11500,Audi,Benzyna,126000,Audi,A4,1.8,,2000,A4,1.8,33
19,74900,Toyota,Diesel,311000,Toyota,Land,Cruiser,,2000,Land,Cruiser,33
20,5499,Peugeot,Benzyna,210660,Peugeot,206,1.1,XS,2000,206,1.1,33
21,7790,Audi,Benzyna,183750,Audi,A3,,,2000,A3,,33
22,9500,Saab,Benzyna,221000,Saab,9-5,Griffin,3.0,2000,9-5,Griffin,33
23,3500,Volkswagen,Benzyna,350989,Volkswagen,Polo,16V,,2000,Polo,16V,33
24,11500,Nissan,Diesel,280000,Nissan,Terrano,II,2.7,2000,Terrano,II,33
25,3500,Renault,Benzyna,235000,Renault,Clio,1.6i,16V,2000,Clio,1.6i,33
26,15900,Honda,Benzyna,263000,Honda,CR-V,2.0,L,2000,CR-V,2.0,33
27,12900,BMW,Benzyna,173500,BMW,Seria,3,316i,2000,3,316i,33
28,1900,Fiat,Benzyna,148000,Fiat,Punto,,,2000,Punto,,33
29,8900,Audi,Benzyna,260500,Audi,A4,Avant,2.4,2000,A4,Avant,33
30,9499,Volvo,Benzyna,276437,Volvo,S60,2.4,,2000,S60,2.4,33
31,35000,Ford,Benzyna,123000,Ford,Explorer,4.0,,2000,Explorer,4.0,33
0,62999,Nissan,Benzyna,153000,Nissan,Silvia,,,2000,Silvia,,14
1,9500,Land Rover,Diesel,382401,Land,Rover,Freelander,2.0,2000,Freelander,2.0,14
2,17200,Mitsubishi,Benzyna,185356,Mitsubishi,Pajero,Pinin,2.0,2000,Pajero,Pinin,14
3,7700,Nissan,Benzyna,111415,Nissan,Almera,,,2000,Almera,,14
4,2458,BMW,Diesel,200000,BMW,Seria,3,320d,2000,3,320d,14
5,2200,Citroën,Diesel,200000,Citroën,Xantia,II,2.0,2000,Xantia,II,14
6,47000,Toyota,Diesel,178000,Toyota,Land,Cruiser,KJ90,2000,Land,Cruiser,14
7,7500,Audi,Diesel,427000,Audi,A4,1.9,TDI,2000,A4,1.9,14
8,27000,BMW,Benzyna,271000,BMW,Seria,5,,2000,5,,14
9,8800,Saab,Benzyna,140000,Saab,9-3,2.0LPT,,2000,9-3,2.0LPT,14
10,1800,Fiat,Diesel,105000,Fiat,Punto,1.9,D,2000,Punto,1.9,14
11,9500,Jaguar,Benzyna,296200,Jaguar,S-Type,3.0,V6,2000,S-Type,3.0,14
12,8000,Audi,Benzyna,160364,Audi,TT,Coupe,1.8T,2000,TT,Coupe,14
13,19500,Toyota,Benzyna,214000,Toyota,Celica,,,2000,Celica,,14
14,2000,Daewoo,Benzyna,155790,Daewoo,Lanos,1.5,S,2000,Lanos,1.5,14
15,5200,Nissan,Benzyna,186000,Nissan,Primera,,,2000,Primera,,14
16,7500,Fiat,Benzyna,36092,Fiat,126,elx,Maluch,2000,126,elx,14
17,5200,Renault,Benzyna,154892,Renault,Scenic,,,2000,Scenic,,14
18,7800,Mercedes-Benz,Diesel,262000,Mercedes-Benz,Klasa,C,220,2000,C,220,14
19,6950,Peugeot,Benzyna,150000,Peugeot,306,,,2000,306,,14
20,1500,Daewoo,Benzyna,254000,Daewoo,Matiz,,,2000,Matiz,,14
21,19000,Subaru,Benzyna+LPG,376088,Subaru,Forester,2.0,Hubertus,2000,Forester,2.0,14
22,9500,Volkswagen,Diesel,380400,Volkswagen,Passat,,,2000,Passat,,14
23,6700,Audi,Diesel,408000,Audi,A3,,,2000,A3,,14
24,6499,Citroën,Benzyna,213000,Citroën,Xsara,Picasso,,2000,Xsara,Picasso,14
25,17500,Mercedes-Benz,Benzyna,168000,Mercedes-Benz,SLK,200,Kompressor,2000,SLK,200,14
26,16900,BMW,Diesel,340000,BMW,Seria,5,530d,2000,5,530d,14
27,8900,Daewoo,Benzyna+LPG,100021,Daewoo,Lanos,1.4,SE,2000,Lanos,1.4,14
28,3500,Volkswagen,Benzyna,390000,Volkswagen,Passat,,,2000,Passat,,14
29,15000,Audi,Diesel,160000,Audi,A8,,,2000,A8,,14
30,11000,Audi,Benzyna+LPG,167000,Audi,A3,,,2000,A3,,14
31,72500,Subaru,Benzyna,241000,Subaru,Impreza,SW,2.0GT,2000,Impreza,SW,14
0,5900,Volkswagen,Benzyna,200000,Volkswagen,Golf,,,2000,Golf,,3
1,3900,Opel,Diesel,300000,Opel,Astra,,,2000,Astra,,3
2,8800,Audi,Benzyna,226579,Audi,A6,,,2000,A6,,3
3,6000,Mercedes-Benz,Benzyna+LPG,322500,Mercedes-Benz,Klasa,S,500,2000,S,500,3
4,4100,Mitsubishi,Benzyna,180000,Mitsubishi,Carisma,,,2000,Carisma,,3
5,10900,BMW,Benzyna+LPG,356533,BMW,Seria,5,523i,2000,5,523i,3
6,3000,Seat,Diesel,214000,Seat,Leon,1.9,TDI,2000,Leon,1.9,3
7,5000,Seat,Benzyna,271843,Seat,Toledo,1.6,Stella,2000,Toledo,1.6,3
8,7999,Opel,Benzyna+LPG,157141,Opel,Astra,II,Coupe,2000,Astra,II,3
9,6500,Audi,Diesel,343258,Audi,A3,,,2000,A3,,3
10,2900,Renault,Benzyna,250000,Renault,Twingo,1.2,Jungle,2000,Twingo,1.2,3
11,12000,Audi,Benzyna+LPG,193000,Audi,A6,,,2000,A6,,3
12,2000,Fiat,Benzyna,260000,Fiat,Punto,,,2000,Punto,,3
13,8500,Volkswagen,Diesel,239000,Volkswagen,Bora,1.9,TDI,2000,Bora,1.9,3
14,23500,Mercedes-Benz,Benzyna,147000,Mercedes-Benz,Klasa,C,,2000,C,,3
15,3900,Opel,Benzyna,104284,Opel,Corsa,1.0,12V,2000,Corsa,1.0,3
16,2650,Fiat,Benzyna,147000,Fiat,Punto,1.2,8V,2000,Punto,1.2,3
17,48800,Subaru,Benzyna,209000,Subaru,Impreza,2.0GT,16v,2000,Impreza,2.0GT,3
18,8400,Audi,Benzyna,312000,Audi,A3,,,2000,A3,,3
19,4250,Seat,Benzyna,75640,Seat,Ibiza,1.4i,Stella,2000,Ibiza,1.4i,3
20,21500,Audi,Benzyna,265600,Audi,TT,Coupe,1.8T,2000,TT,Coupe,3
21,16000,Nissan,Benzyna,171226,Nissan,Maxima,3.0,Elegance,2000,Maxima,3.0,3
22,12900,BMW,Benzyna+LPG,369458,BMW,X5,4.4i,,2000,X5,4.4i,3
23,4300,Daewoo,Benzyna,85000,Daewoo,Tico,800,SX,2000,Tico,800,3
24,55000,Mercedes-Benz,Benzyna,159000,Mercedes-Benz,SL,500,,2000,SL,500,3
25,31000,Jeep,Benzyna,210000,Jeep,Cherokee,,,2000,Cherokee,,3
26,6200,BMW,Benzyna+LPG,264516,BMW,Seria,3,,2000,3,,3
27,5490,BMW,Benzyna,220000,BMW,Seria,3,320i,2000,3,320i,3
28,16700,Toyota,Benzyna+LPG,218000,Toyota,RAV4,,,2000,RAV4,,3
29,6750,Volkswagen,Benzyna,205224,Volkswagen,Passat,1.6,,2000,Passat,1.6,3
30,6800,Audi,Benzyna,225567,Audi,A4,Avant,1.8T,2000,A4,Avant,3
31,24900,Audi,Benzyna+LPG,367090,Audi,S6,A6,4.2,2000,S6,A6,3
0,11500,Volkswagen,Benzyna,319000,Volkswagen,Polo,1.6,GTI,2000,Polo,1.6,23
1,6500,Daewoo,Benzyna,85000,Daewoo,Tico,800,SX,2000,Tico,800,23
2,44999,Nissan,Diesel,175100,Nissan,Patrol,,,2000,Patrol,,23
3,7700,Seat,Diesel,375760,Seat,Alhambra,1.9,TDi,2000,Alhambra,1.9,23
4,12500,Jeep,Benzyna,278512,Jeep,Grand,Cherokee,,2000,Grand,Cherokee,23
5,7800,Opel,Benzyna,270000,Opel,Astra,II,1.4,2000,Astra,II,23
6,45000,BMW,Benzyna,224000,BMW,Seria,5,540i,2000,5,540i,23
7,18000,Audi,Benzyna,315000,Audi,A6,,,2000,A6,,23
8,10900,Toyota,Benzyna,405000,Toyota,Previa,2.4,VVT-i,2000,Previa,2.4,23
9,7000,Ford,Benzyna,270000,Ford,Explorer,4.0,,2000,Explorer,4.0,23
10,18100,Opel,Diesel,257000,Opel,Frontera,2.2,DTI,2000,Frontera,2.2,23
11,7800,Volkswagen,Benzyna,228301,Volkswagen,Passat,1.6,,2000,Passat,1.6,23
12,21000,BMW,Diesel,253200,BMW,Seria,5,530d,2000,5,530d,23
13,7900,Audi,Benzyna,247000,Audi,A2,1.4,,2000,A2,1.4,23
14,17333,Hyundai,Diesel,249000,Hyundai,Galloper,SWB5,2.5,2000,Galloper,SWB5,23
15,2600,Daewoo,Benzyna,308000,Daewoo,Lanos,,,2000,Lanos,,23
16,10900,Škoda,Benzyna,199999,Škoda,Octavia,1.6,LX,2000,Octavia,1.6,23
17,2900,Mercedes-Benz,Benzyna,100297,Mercedes-Benz,Klasa,A,140,2000,A,140,23
18,26900,Audi,Benzyna,228000,Audi,TT,Coupe,1.8T,2000,TT,Coupe,23
19,9900,Audi,Benzyna+LPG,253509,Audi,A3,,,2000,A3,,23
20,6500,Rover,Diesel,272765,Rover,75,R,2.0,2000,75,R,23
21,15900,Toyota,Benzyna,270585,Toyota,Celica,,,2000,Celica,,23
22,29799,BMW,Benzyna,323600,BMW,Seria,5,535i,2000,5,535i,23
23,6900,Renault,Benzyna,186000,Renault,Megane,Cabrio,2.0i,2000,Megane,Cabrio,23
24,4700,Ford,Benzyna,133499,Ford,Focus,2.0,Ghia,2000,Focus,2.0,23
25,29700,Jeep,Benzyna,210000,Jeep,Wrangler,,,2000,Wrangler,,23
26,9400,BMW,Benzyna,284000,BMW,Seria,3,318Ci,2000,3,318Ci,23
27,19900,Mitsubishi,Benzyna,130000,Mitsubishi,Pajero,,,2000,Pajero,,23
